"","freq","word","length"
"3312",1,"assuring",8
"3313",1,"stance",6
"3314",1,"necessity",9
"3315",1,"closing",7
"3316",1,"statement",9
"3317",2,"debate",6
"3318",1,"says",4
"3319",3,"rock",4
"3320",2,"star",4
"3321",1,"solid",5
"3322",1,"jobs",4
"3323",1,"class”",6
"3324",2,"ultimate",8
"3325",1,"positions",9
"3326",1,"moving",6
"3327",1,"voice",5
"3328",1,"neutral",7
"3329",1,"losing",6
"3330",1,"parties",7
"3331",10,"political",9
"3332",1,"donors",6
"3333",1,"supporters",10
"3334",1,"rallies",7
"3335",1,"gathered",8
"3336",2,"capitol",7
"3337",2,"protest",7
"3338",2,"bill",4
"3339",2,"journal",7
"3340",2,"event",5
"3341",1,"”one",4
"3342",1,"protests",8
"3343",1,"memory”",7
"3344",1,"doubt",5
"3345",1,"pressured",9
"3346",1,"modeled",7
"3347",1,"x*sw",4
"3348",1,"barrett’s",9
"3349",1,"farther",7
"3350",1,"funds",5
"3351",1,"partiessupporters",17
"3352",1,"dominated",9
"3353",2,"works",5
"3354",2,"cited",5
"3355",1,"commission",10
"3356",1,"electionswigovelectionsvotingrecall",35
"3357",1,"ballotpedia",11
"3358",1,"ballotpediaorgscott",19
"3359",1,"mayor",5
"3360",1,"defeat",6
"3361",1,"wwwnprorgmayortombarrettwantsdefeatgovwalker",44
"3362",1,"o’connor",8
"3363",1,"clare",5
"3364",1,"backers",7
"3365",1,"billion",7
"3366",1,"aires",5
"3367",2,"forbes",6
"3368",1,"magazine",8
"3369",1,"july",4
"3370",1,"wwwforbescomsitesclareoconnorgovscottwalkersbigmoneybackersinclude",66
"3371",1,"statebillionaireseaf",20
"3372",1,"cable",5
"3373",1,"news",4
"3374",1,"wwwcnncominteractivepoliticstablewiscexitpolls",46
"3375",1,"rada",4
"3376",1,"afraid",6
"3377",1,"crosse",6
"3378",1,"tribune",7
"3379",1,"lacrossetribunecomnewslocalstateregionalinterviewwalkerafraidloserecall",71
"3380",1,"eecaeeebabcfahtml",17
"3381",1,"barrettforwisconsin",19
"3382",1,"youtube",7
"3383",1,"wwwyoutubecomwatchvbxc",22
"3384",1,"ikmxsi",6
"3385",1,"clay",4
"3386",1,"barbour",7
"3387",1,"gather",6
"3388",1,"madisoncom",10
"3389",1,"madisoncomwsjnewslocalgovtpoliticsthousandsgathercapitol",56
"3390",1,"protestwalkerbudgetbillarticle",30
"3391",1,"debaebcccehtml",14
"3392",2,"strategic",9
"3393",1,"posted",6
"3394",1,"washington",10
"3395",1,"enti",4
"3396",1,"tled",4
"3397",1,"politicians",11
"3398",1,"pledge",6
"3399",1,"wwwwashingtonpostcomnewsfixwppoliticiansnevermake",49
"3400",1,"negativeadspledgeutm",20
"3401",1,"termefe",7
"3402",1,"scientists",10
"3403",1,"paign",5
"3404",1,"sigelman",8
"3405",1,"rovner",6
"3406",4,"campaigns",9
"3407",2,"metaanalytic",12
"3408",1,"reassessment",12
"3409",1,"”modest",7
"3410",1,"dency",5
"3411",1,"undermine",9
"3412",1,"target”",7
"3413",1,"negativity",10
"3414",1,"poll",4
"3415",1,"adults",6
"3416",1,"discouraging",12
"3417",1,"improve",7
"3418",3,"oneshot",7
"3419",2,"bold",4
"3420",2,"run”",4
"3421",3,"repeated",8
"3422",6,"spne",4
"3423",2,"grim",4
"3424",2,"trigger",7
"3425",3,"discount",8
"3426",1,"amine",5
"3427",1,"reasonable",10
"3428",1,"stop",4
"3429",1,"richard",7
"3430",1,"politics",8
"3431",1,"pdfssemanticscholarorgdbeecbafdfdapdf",37
"3432",1,"klein",5
"3433",1,"elyssa",6
"3434",2,"aarp",4
"3435",1,"opinion",7
"3436",1,"paigns",6
"3437",1,"suggested",9
"3438",1,"reforms",7
"3439",1,"wwwaarporgpoliticssocietygovernmentelectionsinfocampaignelectionreform",70
"3440",1,"bulletinhtml",12
"3441",1,"struggle",8
"3442",3,"french",6
"3443",7,"revolution",10
"3444",1,"unjust",6
"3445",7,"king",4
"3446",4,"louis",5
"3447",3,"taxes",5
"3448",2,"levied",6
"3449",14,"estate",6
"3450",1,"elite",5
"3451",2,"clergy",6
"3452",1,"pressures",9
"3453",1,"estates",7
"3454",1,"exempt",6
"3455",1,"allowed",7
"3456",1,"landowners",10
"3457",1,"tithes",6
"3458",1,"”rent”",6
"3459",1,"land",4
"3460",1,"httpsenwikipediaorgwikicauses",29
"3461",1,"equitable",9
"3462",1,"revolted",8
"3463",6,"monarchy",8
"3464",2,"fight",5
"3465",2,"surrender",9
"3466",1,"exhibits",8
"3467",2,"revolt",6
"3468",1,"absorbing",9
"3469",3,"----<U+2192>",5
"3470",1,"designate",9
"3471",2,"lpsf",4
"3472",6,"bellman",7
"3473",6,"maxv",4
"3474",2,"lpfs",4
"3475",2,"hpfs",4
"3476",2,"hpsf",4
"3477",1,"revolting",9
"3478",1,"impatient",9
"3479",1,"pressuring",10
